City,Cloudiness,Country,Humidity,Lat,Lon,Temp,Wind Speed,Latitude Random,Longitude Random,Lat Diff,Lon Diff
Sioux Lookout,40.0,CA,48.0,50.1,-91.92,60.8,9.17,56.31370809215255,-90.93830267002588,6.213708092152551,0.981697329974125
Arraial do Cabo,100.0,BR,97.0,-22.97,-42.02,71.01,8.38,-34.08339571980313,-36.43007282765521,-11.11339571980313,5.589927172344794
Mar del Plata,46.0,AR,44.0,-46.43,-67.52,52.3,24.7,-50.476491780360355,-46.79245470305608,-4.0464917803603555,20.727545296943916
Assiniboia,100.0,CA,93.0,49.63,-105.99,32.23,13.28,49.00742699248633,-106.60822607255182,-0.6225730075136724,-0.6182260725518205
Tamandare,10.0,BR,74.0,-8.28,-70.75,74.25,1.81,-8.8410160044712,-33.74382257602329,-0.5610160044712007,37.00617742397671
Rikitea,100.0,PF,82.0,-23.12,-134.97,67.35,12.89,-22.109280244145353,-139.98352447369203,1.0107197558546481,-5.01352447369203
Lakes Entrance,19.0,AU,53.0,-37.88,147.99,58.87,1.99,-39.8687109307476,151.78957851465339,-1.988710930747601,3.7995785146533763
Didwana,0.0,IN,30.0,27.4,74.58,80.81,4.97,27.280289478494495,74.50074835170929,-0.11971052150550321,-0.07925164829070752
Mbaiki,100.0,CF,98.0,3.87,17.99,68.84,1.99,3.438084458031028,17.536387465088467,-0.43191554196897197,-0.45361253491153164
Avarua,100.0,CK,60.0,-21.21,-159.78,73.4,11.41,-65.41853626617116,-164.64873968005188,-44.20853626617116,-4.868739680051874
Slave Lake,75.0,CA,63.0,55.28,-114.77,30.2,10.29,55.98547903365176,-114.27336423792613,0.7054790336517556,0.49663576207386484
Longyearbyen,75.0,SJ,86.0,78.22,15.64,33.8,5.82,78.32363424230763,15.248024001703072,0.10363424230763485,-0.3919759982969282
Severo-Kurilsk,100.0,RU,89.0,50.68,156.12,46.15,44.69,31.006874597343156,165.68760146232978,-19.673125402656844,9.567601462329776
Khatanga,79.0,RU,90.0,71.98,102.47,18.43,3.65,74.78840544959345,101.44036135411261,2.808405449593451,-1.0296386458873883
Barrow,1.0,US,58.0,39.51,-90.4,56.84,4.7,89.12173228237569,-151.21172640744408,49.61173228237569,-60.81172640744407
Hilo,1.0,US,52.0,19.71,-155.08,76.05,11.41,11.343244909117615,-156.26791737332766,-8.366755090882386,-1.1879173733276502
Cabo San Lucas,5.0,MX,58.0,22.89,-109.91,83.3,4.7,9.858636690645184,-121.11062312798666,-13.031363309354816,-11.20062312798666
Ushuaia,75.0,AR,80.0,-54.81,-68.31,39.2,34.45,-83.9210636865376,-28.727200011466806,-29.11106368653759,39.582799988533196
Dikson,94.0,RU,86.0,73.51,80.55,21.72,13.62,83.3840278189418,89.76455972688501,9.874027818941798,9.214559726885014
Bredasdorp,97.0,ZA,66.0,-34.53,20.04,55.18,9.17,-83.64106020894906,24.531182430137875,-49.111060208949056,4.491182430137876
Bosaso,0.0,SO,72.0,11.28,49.18,83.71,12.24,10.706771689672038,48.148992422086906,-0.573228310327961,-1.031007577913094
Sao Filipe,18.0,CV,84.0,14.9,-24.5,77.14,13.6,11.437651859472084,-30.617173013001377,-3.462348140527917,-6.117173013001377
Souillac,75.0,MU,88.0,-20.52,57.52,69.37,11.41,-21.23809020111362,58.00810556272768,-0.7180902011136219,0.48810556272767514
Port Alfred,21.0,ZA,93.0,-33.59,26.89,61.0,3.0,-88.36141084450794,42.57682727540157,-54.77141084450794,15.68682727540157
Carutapera,53.0,BR,76.0,-1.2,-46.02,78.94,8.7,10.178770335059,-40.78542379779702,11.378770335058999,5.23457620220298
Constitucion,100.0,CL,45.0,-35.33,-72.42,56.73,6.8,-33.988122384426916,-73.48689124716012,1.3418776155730825,-1.0668912471601146
Cascais,0.0,PT,72.0,38.7,-9.42,62.4,8.05,37.00287349194042,-13.620949938058118,-1.6971265080595828,-4.200949938058118
Santa Maria,40.0,CV,83.0,16.6,-22.9,77.0,11.41,18.34024578383034,-23.241868892724227,1.7402457838303391,-0.3418688927242286
Albany,0.0,AU,72.0,-35.02,117.88,64.4,4.07,-87.10355411319735,110.26675649199257,-52.083554113197344,-7.613243508007429
Rabo de Peixe,75.0,PT,68.0,37.8,-25.58,68.02,3.36,43.33689384922661,-23.091422786479967,5.536893849226615,2.4885772135200313
Bluff,100.0,NZ,97.0,-46.6,168.33,51.01,4.0,-67.87423648296405,161.5217764310944,-21.27423648296405,-6.808223568905618
Port Elizabeth,75.0,ZA,87.0,-33.92,25.57,59.0,4.7,-83.45557684912671,34.89627687370904,-49.53557684912671,9.326276873709041
Geraldton,20.0,AU,64.0,-28.77,114.6,73.4,8.05,-33.42718472835959,92.49832065555455,-4.657184728359592,-22.101679344445444
Kahului,40.0,US,52.0,20.89,-156.47,81.3,23.04,32.96777065226085,-150.92521139754828,12.077770652260853,5.5447886024517175
Busselton,100.0,AU,40.0,-33.64,115.35,68.92,9.22,-57.61056083186998,93.05728835110153,-23.97056083186998,-22.29271164889846
Pangai,40.0,TO,74.0,-19.8,-174.35,80.6,11.41,-20.78390716419085,-172.6212371729639,-0.9839071641908497,1.7287628270360926
Bambous Virieux,75.0,MU,88.0,-20.34,57.76,68.88,11.41,-25.480863946102318,65.49174061841913,-5.140863946102318,7.731740618419131
New Norfolk,75.0,AU,54.0,-42.78,147.06,57.09,10.29,-51.40991739934785,138.6775015257523,-8.629917399347846,-8.382498474247711
Adrar,0.0,DZ,30.0,27.87,-0.29,68.0,11.41,26.666279773461525,4.876964329018165,-1.2037202265384757,5.166964329018165
Castro,90.0,CL,93.0,-42.48,-73.76,46.4,5.82,-47.13872721624612,-108.45949406880757,-4.65872721624612,-34.69949406880757
Pangnirtung,100.0,CA,90.0,66.15,-65.72,33.22,2.0,64.22036751825667,-63.806791829406706,-1.9296324817433401,1.9132081705932933
Cacapava do Sul,19.0,BR,95.0,-30.51,-53.49,58.66,3.85,-30.89344162600785,-53.75805281490551,-0.3834416260078477,-0.26805281490550925
Bubaque,100.0,GW,73.0,11.28,-15.83,80.31,6.2,7.185282916779428,-18.804868797833365,-4.094717083220571,-2.9748687978333646
Hobart,75.0,AU,54.0,-42.88,147.33,56.89,10.29,-45.44986878489964,151.83465629951604,-2.56986878489964,4.504656299516029
Barcelona,100.0,PH,72.0,12.87,124.14,83.08,6.76,8.640722139314988,128.55034896691132,-4.229277860685011,4.4103489669113145
Tuatapere,100.0,NZ,97.0,-46.13,167.69,51.01,4.0,-48.02906685213725,160.31726988230452,-1.8990668521372456,-7.3727301176954825
Jamestown,100.0,SH,82.0,-15.94,-5.72,65.32,23.15,-38.8059454052863,-7.193837345354041,-22.865945405286304,-1.473837345354041
Bethel,40.0,US,61.0,60.79,-161.76,49.01,16.11,64.81024895690192,-158.2772501765315,4.020248956901916,3.482749823468481
Leningradskiy,100.0,RU,79.0,69.38,178.42,33.48,24.13,68.539441692244,177.67398003163356,-0.8405583077559982,-0.7460199683664257
Lewiston,1.0,US,93.0,44.1,-70.21,48.0,4.7,46.00271253169649,-116.92854728836977,1.902712531696487,-46.71854728836978
Waingapu,44.0,ID,43.0,-9.65,120.26,86.74,14.79,-13.454369828227854,118.91753194750726,-3.8043698282278537,-1.3424680524927481
Yellowknife,75.0,CA,86.0,62.45,-114.38,30.07,13.87,88.92740243424188,-101.1167294227468,26.47740243424188,13.263270577253195
Kaitangata,100.0,NZ,92.0,-46.28,169.85,50.0,10.0,-82.54368674520293,177.72369370450173,-36.26368674520293,7.873693704501733
Vaini,75.0,TO,69.0,-21.2,-175.2,80.6,12.75,-64.86166674268549,-179.49915485167287,-43.66166674268548,-4.299154851672881
Hovd,0.0,MN,22.0,48.01,91.64,50.95,3.56,42.09900586936928,102.3358779248648,-5.910994130630719,10.695877924864803
Hithadhoo,89.0,MV,71.0,-0.6,73.08,82.15,4.65,-12.98318976341588,81.6030077345265,-12.38318976341588,8.523007734526502
Narsaq,100.0,GL,80.0,60.91,-46.05,39.2,2.24,84.0195387228112,-64.01283914673084,23.10953872281121,-17.962839146730843
Carnarvon,0.0,AU,83.0,-24.87,113.63,71.6,14.99,-28.171392486803057,98.10184897844522,-3.3013924868030564,-15.528151021554777
Jumla,0.0,NP,63.0,29.28,82.18,54.68,1.83,31.717619518053795,82.59459637676923,2.4376195180537934,0.4145963767692251
Koslan,100.0,RU,86.0,63.46,48.9,33.35,13.94,65.5951440873379,49.40895541604755,2.135144087337899,0.5089554160475487
Georgetown,100.0,SH,82.0,-7.93,-14.42,72.7,19.51,-8.1344348890768,-9.441191229929359,-0.20443488907680063,4.978808770070641
Hasaki,20.0,JP,49.0,35.73,140.83,72.46,8.05,30.5963424679733,152.44967277665154,-5.133657532026696,11.619672776651527
Northam,0.0,AU,64.0,-31.65,116.67,69.8,11.41,-31.98859698440608,116.96599396818903,-0.338596984406081,0.29599396818902335
Tanete,0.0,ID,35.0,-3.94,119.78,94.08,10.01,-6.033060881520498,120.21171637688292,-2.0930608815204983,0.43171637688291753
Puerto Ayora,9.0,EC,93.0,-0.74,-90.35,66.0,4.0,-7.687562039478976,-97.41696251431492,-6.947562039478976,-7.066962514314923
Tiksi,100.0,RU,88.0,71.64,128.87,25.23,12.64,88.51560202004774,130.20530806927587,16.875602020047737,1.335308069275868
Coahuayana,97.0,MX,91.0,18.62,-100.35,73.18,2.63,10.592661551844245,-108.28977542951539,-8.027338448155756,-7.939775429515393
Kuala Terengganu,75.0,MY,88.0,5.33,103.14,80.22,4.7,6.475638193424544,105.389985762518,1.1456381934245439,2.249985762517994
Plettenberg Bay,100.0,ZA,90.0,-34.05,23.37,56.89,8.77,-43.12598061744693,22.994081081393034,-9.07598061744693,-0.3759189186069669
Lobito,97.0,AO,90.0,-12.35,13.55,70.91,4.0,-11.973276732249559,13.687062359781748,0.3767232677504406,0.13706235978174774
Klaksvik,67.0,FO,93.0,62.23,-6.59,50.0,14.99,68.17114192671943,-5.389502943666855,5.941141926719432,1.2004970563331447
Sergeyevka,99.0,KZ,68.0,53.88,67.42,52.1,6.31,53.13280371280615,67.87768345712828,-0.7471962871938516,0.45768345712828307
Adrian,1.0,US,93.0,41.9,-84.04,51.51,5.71,42.133742293963934,-84.09447081632648,0.2337422939639353,-0.05447081632647155
Cap-aux-Meules,40.0,CA,81.0,47.38,-61.86,46.4,5.82,47.40958616548073,-61.384548026976375,0.029586165480729676,0.47545197302362396
Ostrovnoy,64.0,RU,99.0,68.05,39.51,33.35,8.26,70.82233974647724,42.66346862972651,2.7723397464772432,3.153468629726511
Bodden Town,20.0,KY,89.0,19.28,-81.25,84.11,4.7,17.31657897644044,-80.28803675905297,-1.9634210235595617,0.9619632409470285
Guaira,87.0,BR,66.0,-24.09,-54.26,66.76,3.22,-24.173472911227734,-54.24128808073901,-0.0834729112277337,0.01871191926098703
Phayao,12.0,TH,65.0,19.17,99.9,79.95,2.55,19.365491562351792,99.75908557263995,0.19549156235179055,-0.14091442736005888
Morrope,75.0,PE,82.0,-6.54,-80.02,62.6,18.34,-6.410849931872974,-80.80885640846056,0.1291500681270259,-0.7888564084605605
Nemuro,40.0,JP,59.0,43.32,145.57,60.8,24.16,41.93482941856212,146.44799297106448,-1.3851705814378832,0.8779929710644865
Portland,0.0,AU,34.0,-33.35,149.98,59.45,6.64,-45.425989248050804,137.87242927285655,-12.075989248050803,-12.10757072714344
Gannan,0.0,CN,34.0,47.92,123.49,64.87,16.67,48.24932934531711,123.853615247596,0.329329345317106,0.3636152475960017
Pangkalanbuun,3.0,ID,60.0,-2.68,111.62,87.94,4.36,-3.023873918911903,112.28698509378358,-0.3438739189119029,0.6669850937835804
Sibu,75.0,MY,88.0,2.29,111.83,78.31,4.7,3.3630003355197857,110.47846920866556,1.0730003355197857,-1.35153079133444
Nouadhibou,0.0,MR,61.0,20.93,-17.03,77.0,12.75,24.341899625406185,-16.735359170398596,3.4118996254061855,0.2946408296014056
Te Anau,100.0,NZ,97.0,-45.41,167.72,47.12,2.2,-40.390594966147745,164.56417866151088,5.019405033852252,-3.155821338489119
Challans,75.0,FR,93.0,46.85,-1.88,55.44,8.05,46.16283949065087,-2.7358084921210093,-0.687160509349134,-0.8558084921210094
Atuona,11.0,PF,70.0,-9.8,-139.03,79.48,9.61,6.8159651924834606,-130.76326325166735,16.61596519248346,8.266736748332647
Ancud,90.0,CL,93.0,-41.87,-73.83,46.4,5.82,-42.667133154493634,-102.37412453554828,-0.7971331544936362,-28.544124535548278
Manzhouli,81.0,CN,59.0,49.6,117.43,52.21,21.43,48.71401170454649,118.16482238222926,-0.8859882954535081,0.7348223822292539
Faanui,81.0,PF,85.0,-16.48,-151.75,76.66,24.23,-3.4235752886247752,-155.5369781110199,13.056424711375225,-3.7869781110198915
Nikolskoye,90.0,RU,86.0,59.7,30.79,41.02,4.47,56.193441597448725,168.00632282822994,-3.5065584025512777,137.21632282822995
Cape Town,75.0,ZA,87.0,-33.93,18.42,56.77,21.41,-50.76517191021658,-2.467940807640531,-16.83517191021658,-20.887940807640533
College,90.0,US,100.0,64.86,-147.8,34.41,5.82,68.20785714492882,-148.65656865523587,3.347857144928824,-0.8565686552358613
Shu,94.0,KZ,57.0,43.6,73.76,60.55,1.37,44.54588097225766,74.19403055686487,0.9458809722576618,0.4340305568648688
Campbellton,0.0,CA,95.0,48.0,-66.68,38.75,3.8,47.937976649125915,-66.5273556381001,-0.06202335087408528,0.1526443618999025
Camaqua,92.0,BR,94.0,-30.85,-51.81,58.96,1.14,-30.938336555970835,-51.61692052480555,-0.08833655597083379,0.1930794751944518
Pitimbu,40.0,BR,83.0,-7.47,-34.81,77.0,8.05,-7.543751503922948,-32.471407373063926,-0.07375150392294838,2.3385926269360766
Mahebourg,75.0,MU,88.0,-20.41,57.7,68.83,11.41,-35.10524332783153,73.17549691721217,-14.69524332783153,15.475496917212169
Tangier,0.0,MA,56.0,35.78,-5.81,69.55,11.41,35.82521054771166,-5.98887306448276,0.045210547711661775,-0.17887306448276075
Monterey,1.0,US,63.0,36.6,-121.89,62.35,3.36,34.97797282746845,-123.00499068880946,-1.6220271725315527,-1.1149906888094563
Coracao de Jesus,0.0,BR,34.0,-16.69,-44.37,78.8,3.36,-16.754586759609865,-44.56112343105511,-0.06458675960986326,-0.19112343105511087
Chiscas,99.0,CO,94.0,6.55,-72.5,58.06,2.24,6.780021939485465,-72.39845796065283,0.23002193948546523,0.10154203934716577
Victoria,20.0,SC,88.0,-4.62,55.45,78.8,5.82,-3.7894459285874973,49.340413089436424,0.8305540714125028,-6.1095869105635785
Kaohsiung,75.0,TW,69.0,22.62,120.31,83.23,8.05,21.413807599332387,118.98992330848074,-1.2061924006676144,-1.3200766915192617
Sciacca,20.0,IT,88.0,37.51,13.08,63.01,4.7,37.47785909489582,13.099276608229133,-0.03214090510417833,0.019276608229132464
Punta Arenas,75.0,CL,70.0,-53.16,-70.91,42.4,13.87,-82.49629789871182,-102.77869432536818,-29.33629789871182,-31.868694325368182
Kapaa,90.0,US,88.0,22.08,-159.32,78.37,14.99,19.084016844528392,-177.9083222812691,-2.995983155471606,-18.588322281269114
Luderitz,0.0,NA,67.0,-26.65,15.16,59.0,20.8,-35.18077975284371,-1.0701049570834869,-8.530779752843713,-16.230104957083487
Hermanus,100.0,ZA,99.0,-34.42,19.24,55.54,1.01,-76.82748121477093,7.5152885919062555,-42.407481214770925,-11.724711408093743
Beloha,0.0,MG,58.0,-25.17,45.06,73.69,5.09,-28.044566307517947,41.02436828447992,-2.874566307517945,-4.035631715520083
Egvekinot,88.0,RU,93.0,66.32,-179.17,27.12,10.92,58.12638008958632,-178.7696926079306,-8.193619910413673,0.4003073920693794
Santa Cruz,20.0,CR,100.0,10.26,-85.58,73.4,3.36,5.887971834633547,-89.26276106759883,-4.372028165366453,-3.6827610675988325
Kruisfontein,89.0,ZA,83.0,-34.0,24.73,58.14,18.61,-49.55471345738839,24.9563835771109,-15.554713457388388,0.22638357711089796
Port Hardy,20.0,CA,53.0,50.7,-127.42,50.0,11.41,50.40224857740381,-128.06940385032883,-0.2977514225961926,-0.6494038503288238
Acari,53.0,PE,88.0,-15.44,-74.62,58.03,8.99,-19.07210091255378,-76.44058286574048,-3.6321009125537795,-1.8205828657404766
Daulatpur,0.0,PK,83.0,26.5,67.97,69.8,2.04,26.343466157126542,68.12625839594943,-0.15653384287345773,0.15625839594943614
Ponta do Sol,20.0,CV,74.0,17.2,-25.09,78.8,17.22,21.12366009897697,-31.330616187718903,3.9236600989769705,-6.240616187718903
Vung Tau,47.0,VN,62.0,10.35,107.08,87.08,2.68,7.783583124471619,108.98460553177375,-2.5664168755283807,1.904605531773754
Aransas Pass,20.0,US,88.0,27.91,-97.15,79.54,11.41,27.200736908039218,-96.78422085848246,-0.7092630919607821,0.36577914151754953
Mount Isa,23.0,AU,11.0,-20.73,139.49,86.0,12.75,-17.972530164696295,139.77053287668843,2.7574698353037057,0.28053287668842586
Alofi,71.0,NU,65.0,-19.06,-169.92,78.8,13.87,-23.53741422037018,-169.6593377034767,-4.477414220370182,0.260662296523293
Durango,1.0,US,42.0,37.28,-107.88,54.79,3.36,37.13450580221786,-108.09831651831958,-0.145494197782142,-0.21831651831958254
Khandyga,100.0,RU,70.0,62.65,135.58,30.05,12.55,64.59679173337503,137.8418466910597,1.9467917333750293,2.2618466910596737
Lyuban,100.0,BY,84.0,52.8,28.0,42.93,15.59,52.27419582299456,27.96300476583994,-0.5258041770054405,-0.036995234160059454
Adana,0.0,TR,82.0,37.0,35.33,65.8,1.12,37.19998298124163,35.31479805612784,0.19998298124163227,-0.015201943872156676
Lorengau,86.0,PG,69.0,-2.02,147.27,84.67,7.58,6.482164099912424,146.8848585718659,8.502164099912424,-0.3851414281341192
Kikwit,100.0,CD,93.0,-5.04,18.82,70.18,1.12,-6.0377193052326135,19.26588117243017,-0.9977193052326134,0.44588117243016967
Penzance,100.0,GB,76.0,50.12,-5.53,54.14,16.11,49.407471845404075,-6.2981401402326185,-0.7125281545959226,-0.7681401402326182
Sungairaya,96.0,ID,87.0,0.7,108.9,79.16,2.87,0.2415979412335929,107.07286724674981,-0.45840205876640705,-1.827132753250197
Sohag,0.0,EG,29.0,26.55,31.7,77.0,9.17,26.37198261539254,31.57149161358987,-0.17801738460746108,-0.12850838641012885
Husavik,90.0,IS,76.0,66.04,-17.34,48.2,11.41,72.89053923446912,-10.115347098128751,6.85053923446911,7.224652901871249
Guerrero Negro,54.0,MX,70.0,27.97,-114.04,69.96,14.4,16.794706693684162,-131.08608095529664,-11.175293306315837,-17.04608095529663
Gobabis,0.0,NA,16.0,-22.45,18.97,59.0,5.99,-21.798003240795907,19.097006831809324,0.6519967592040921,0.12700683180932515
Innisfail,49.0,AU,12.0,-17.52,146.03,91.99,3.0,-17.76821664984152,147.30260458010298,-0.24821664984152036,1.2726045801029784
Cockburn Town,70.0,TC,80.0,21.46,-71.14,83.35,18.19,24.867090405705625,-69.58549012032852,3.407090405705624,1.5545098796714854
Canon City,1.0,US,11.0,39.46,-117.13,60.8,4.7,38.283375251336196,-105.72681670154098,-1.176624748663805,11.403183298459012
Pryazha,99.0,RU,97.0,61.69,33.62,32.0,4.47,61.65185874060421,33.6033962718771,-0.038141259395786165,-0.016603728122895234
Butaritari,56.0,KI,67.0,3.07,172.79,85.26,11.54,16.77714307323778,172.95440810096153,13.70714307323778,0.16440810096153768
Provideniya,75.0,RU,86.0,64.42,-173.23,41.0,6.71,45.21161388781428,-176.80691128504964,-19.20838611218572,-3.576911285049647
Malkangiri,80.0,IN,81.0,18.35,81.9,79.02,1.24,18.06294830081883,81.62185744527295,-0.2870516991811698,-0.2781425547270544
Bandarbeyla,72.0,SO,87.0,9.49,50.81,78.71,11.79,9.694166796786476,51.98673623071181,0.20416679678647576,1.1767362307118105
Ketchikan,1.0,US,45.0,55.34,-131.65,46.47,16.11,57.21119221298585,-132.33915125904412,1.8711922129858465,-0.6891512590441096
Saint-Philippe,40.0,RE,64.0,-21.36,55.77,66.36,11.41,-44.15095148491864,65.9719170253203,-22.790951484918644,10.201917025320292
Buala,14.0,SB,68.0,-8.15,159.59,84.04,5.12,-4.678199053677687,159.28929261812408,3.471800946322313,-0.30070738187592383
Emerald,0.0,AU,16.0,-23.53,148.16,83.17,16.11,-24.28053051569772,148.31116134528924,-0.7505305156977187,0.15116134528923908
Longkou,100.0,CN,45.0,37.64,120.47,67.15,11.97,37.912075130657044,120.15370126033923,0.2720751306570435,-0.31629873966076616
Jining,100.0,CN,50.0,35.41,116.58,70.0,5.77,41.90663313866574,114.08436571866224,6.496633138665743,-2.4956342813377574
Elko,1.0,US,23.0,40.83,-115.76,60.1,8.05,40.28887156203001,-116.12157029973278,-0.5411284379699879,-0.3615702997327759
Sovetskiy,100.0,RU,95.0,56.76,48.47,33.87,1.99,68.26918624636605,65.24616485115598,11.509186246366049,16.776164851155983
Chokurdakh,0.0,RU,89.0,70.62,147.9,9.23,1.42,73.1389969305624,143.59282413945567,2.5189969305623947,-4.3071758605443335
Lebu,100.0,CL,73.0,-37.62,-73.65,53.4,24.43,-39.013499195732436,-89.75547152946507,-1.3934991957324385,-16.105471529465063
Tuktoyaktuk,75.0,CA,67.0,69.44,-133.03,32.0,9.17,75.77185928322535,-130.2294638034475,6.331859283225356,2.800536196552514
Tautira,75.0,PF,61.0,-17.73,-149.15,82.4,6.93,-17.628974848563445,-142.5597410891347,0.10102515143655566,6.590258910865316
Poso,0.0,ID,46.0,-1.4,120.75,79.54,5.84,-1.8748935457315383,120.27305313909812,-0.4748935457315384,-0.4769468609018759
Bumba,100.0,CD,97.0,2.18,22.47,69.35,1.7,1.4502635765143026,22.56521109798257,-0.7297364234856976,0.09521109798257044
San Pedro,20.0,BO,71.0,-17.27,-66.8,66.2,6.93,-18.312918651890158,-59.83534197384499,-1.042918651890158,6.964658026155007
Vanavara,100.0,RU,59.0,60.35,102.28,24.13,12.1,61.86816866081895,100.69196196173095,1.5181686608189509,-1.5880380382690475
San Patricio,75.0,MX,83.0,19.22,-104.7,84.2,6.93,1.160460994268064,-115.90161306938268,-18.059539005731935,-11.201613069382674
Pathein,79.0,MM,78.0,16.78,94.73,82.43,4.76,16.744710651677423,90.73092447898665,-0.03528934832257846,-3.999075521013353
Evensk,100.0,RU,33.0,61.92,159.24,28.38,2.93,60.71147940080664,157.54101089000255,-1.2085205991933634,-1.6989891099974557
Auki,22.0,SB,67.0,-8.77,160.7,84.27,6.17,-4.7555631825882045,163.7312941326764,4.014436817411795,3.0312941326764076
Tifton,40.0,US,73.0,31.45,-83.51,74.5,7.36,31.761617473512942,-83.25337819808828,0.31161747351294267,0.2566218019117201
Nishihara,20.0,JP,40.0,35.74,139.53,73.2,17.22,21.75807579254416,133.69026013904266,-13.98192420745584,-5.839739860957337
Qarqin,0.0,AF,17.0,37.41,66.03,71.53,8.46,37.350620934509706,66.4707647626451,-0.05937906549029037,0.44076476264510234
Bathsheba,40.0,BB,74.0,13.22,-59.52,82.4,20.8,24.014179631921863,-44.28858051627543,10.794179631921862,15.231419483724572
Mumford,98.0,GH,98.0,5.26,-0.76,72.03,2.75,-0.28939465679182774,1.6710463436947975,-5.5493946567918275,2.4310463436947973
Port Hueneme,40.0,US,87.0,34.15,-119.2,64.33,5.82,30.519261126773685,-120.58456818062291,-3.6307388732263135,-1.3845681806229067
Kedrovyy,75.0,RU,70.0,56.17,91.82,32.0,4.47,57.07879592819026,80.56829329784603,0.9087959281902585,-11.251706702153967
Kandi,12.0,BJ,96.0,11.13,2.93,72.0,2.97,11.213399723825276,3.0441065603512527,0.08339972382527527,0.11410656035125255
Huilong,100.0,CN,86.0,31.15,106.5,62.76,2.66,31.61191066301535,122.98355042053294,0.46191066301535244,16.483550420532936
Kavieng,4.0,PG,71.0,-2.57,150.8,85.23,10.46,0.7815950609488169,151.94949168381856,3.3515950609488168,1.1494916838185532
Ambilobe,3.0,MG,68.0,-13.19,49.05,75.47,15.11,-9.268783079009495,48.45194133592304,3.9212169209905046,-0.5980586640769587
Salalah,20.0,OM,83.0,17.01,54.1,78.8,3.36,15.885152716869115,54.688471941641495,-1.1248472831308867,0.5884719416414939
Beringovskiy,53.0,RU,67.0,63.05,179.32,31.91,8.88,58.34591369298661,173.55658261711392,-4.704086307013384,-5.763417382886075
Port Blair,32.0,IN,67.0,11.67,92.75,83.57,3.7,12.530615388488215,88.29227141793467,0.8606153884882151,-4.457728582065329
Ugoofaaru,83.0,MV,74.0,5.67,73.0,82.78,9.89,5.275789963771402,68.83419456845189,-0.39421003622859807,-4.165805431548108
